date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,day_of_week_num,month,quarter,is_weekend,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_roll_mean_7,usage_cpu_roll_max_7,usage_cpu_roll_mean_30,usage_cpu_roll_max_30,cpu_utilization
2023-01-04,East US,Container,0.57,1279,232,115.79,1.08,0,Wednesday,2,1,1,False,0.77,0.57,0.93,0.78,0.93,0.8208333333333333,0.96,0.57
2023-01-05,East US,VM,0.81,984,430,95.31,1.05,0,Thursday,3,1,1,False,0.57,0.91,0.86,0.7728571428571429,0.93,0.8200000000000001,0.96,0.81
2023-01-05,East US,Storage,0.94,1694,228,95.31,1.05,0,Thursday,3,1,1,False,0.81,0.77,0.93,0.7742857142857142,0.94,0.8285714285714285,0.96,0.94
2023-01-05,East US,Container,0.85,1024,359,95.31,1.05,0,Thursday,3,1,1,False,0.94,0.57,0.85,0.7742857142857142,0.94,0.83,0.96,0.85
2023-01-06,East US,VM,0.86,1748,433,95.37,0.95,0,Friday,4,1,1,False,0.85,0.81,0.57,0.8157142857142857,0.94,0.831875,0.96,0.86
2023-01-06,East US,Storage,0.93,1163,359,95.37,0.95,0,Friday,4,1,1,False,0.86,0.94,0.91,0.8185714285714286,0.94,0.8376470588235294,0.96,0.93
2023-01-06,East US,Container,0.81,1995,432,95.37,0.95,0,Friday,4,1,1,False,0.93,0.85,0.77,0.8242857142857142,0.94,0.8361111111111111,0.96,0.81
2023-01-07,East US,VM,0.66,1266,493,102.42,0.81,1,Saturday,5,1,1,True,0.81,0.86,0.57,0.8371428571428572,0.94,0.8268421052631579,0.96,0.66
2023-01-07,East US,Storage,0.73,1383,297,102.42,0.81,1,Saturday,5,1,1,True,0.66,0.93,0.81,0.8257142857142857,0.94,0.8220000000000001,0.96,0.73
2023-01-07,East US,Container,0.55,1481,439,102.42,0.81,1,Saturday,5,1,1,True,0.73,0.81,0.94,0.7700000000000001,0.93,0.809047619047619,0.96,0.55
2023-01-08,East US,VM,0.98,501,453,82.75,0.94,1,Sunday,6,1,1,True,0.55,0.66,0.85,0.7885714285714285,0.98,0.8168181818181818,0.98,0.98
2023-01-08,East US,Storage,0.61,952,236,82.75,0.94,1,Sunday,6,1,1,True,0.98,0.73,0.86,0.7528571428571429,0.98,0.8078260869565217,0.98,0.61
2023-01-08,East US,Container,0.81,1514,208,82.75,0.94,1,Sunday,6,1,1,True,0.61,0.55,0.93,0.7357142857142858,0.98,0.8079166666666667,0.98,0.81
2023-01-09,East US,VM,0.85,660,267,89.87,1.03,0,Monday,0,1,1,False,0.81,0.98,0.81,0.7414285714285714,0.98,0.8096,0.98,0.85
2023-01-09,East US,Storage,0.82,897,476,89.87,1.03,0,Monday,0,1,1,False,0.85,0.61,0.66,0.7642857142857142,0.98,0.8099999999999999,0.98,0.82
2023-01-09,East US,Container,0.97,1915,334,89.87,1.03,0,Monday,0,1,1,False,0.82,0.81,0.73,0.7985714285714286,0.98,0.8159259259259259,0.98,0.97
2023-01-10,East US,VM,0.77,657,245,90.92,0.86,0,Tuesday,1,1,1,False,0.97,0.85,0.55,0.83,0.98,0.8142857142857143,0.98,0.77
2023-01-10,East US,Storage,0.55,598,432,90.92,0.86,0,Tuesday,1,1,1,False,0.77,0.82,0.98,0.7685714285714287,0.97,0.8051724137931034,0.98,0.55
2023-01-10,East US,Container,0.86,779,380,90.92,0.86,0,Tuesday,1,1,1,False,0.55,0.97,0.61,0.8042857142857143,0.97,0.807,0.98,0.86
2023-01-11,East US,VM,0.97,1562,369,114.66,0.98,0,Wednesday,2,1,1,False,0.86,0.77,0.81,0.8271428571428572,0.97,0.81,0.98,0.97
2023-01-11,East US,Storage,0.75,1420,212,114.66,0.98,0,Wednesday,2,1,1,False,0.97,0.55,0.85,0.8128571428571428,0.97,0.8043333333333333,0.98,0.75
2023-01-11,East US,Container,0.56,535,372,114.66,0.98,0,Wednesday,2,1,1,False,0.75,0.86,0.82,0.7757142857142857,0.97,0.7996666666666666,0.98,0.56
2023-01-12,East US,VM,0.92,943,300,100.68,0.86,0,Thursday,3,1,1,False,0.56,0.97,0.97,0.7685714285714286,0.97,0.7983333333333333,0.98,0.92
2023-01-12,East US,Storage,0.82,763,252,100.68,0.86,0,Thursday,3,1,1,False,0.92,0.75,0.77,0.7757142857142858,0.97,0.7946666666666666,0.98,0.82
2023-01-12,East US,Container,0.93,504,302,100.68,0.86,0,Thursday,3,1,1,False,0.82,0.56,0.55,0.8300000000000001,0.97,0.797,0.98,0.93
2023-01-13,East US,VM,0.5,1795,388,94.56,1.01,0,Friday,4,1,1,False,0.93,0.92,0.86,0.7785714285714286,0.97,0.7826666666666667,0.98,0.5
2023-01-13,East US,Storage,0.88,1203,268,94.56,1.01,0,Friday,4,1,1,False,0.5,0.82,0.97,0.7657142857142858,0.93,0.7836666666666666,0.98,0.88
2023-01-13,East US,Container,0.71,1360,446,94.56,1.01,0,Friday,4,1,1,False,0.88,0.93,0.75,0.76,0.93,0.7883333333333333,0.98,0.71
2023-01-14,East US,VM,0.8,1261,346,88.49,1.04,1,Saturday,5,1,1,True,0.71,0.5,0.56,0.7942857142857143,0.93,0.7846666666666666,0.98,0.8
2023-01-14,East US,Storage,0.81,1268,203,88.49,1.04,1,Saturday,5,1,1,True,0.8,0.88,0.92,0.7785714285714286,0.93,0.7859999999999999,0.98,0.81
2023-01-14,East US,Container,0.65,1291,446,88.49,1.04,1,Saturday,5,1,1,True,0.81,0.71,0.82,0.7542857142857142,0.93,0.7886666666666666,0.98,0.65
2023-01-15,East US,VM,0.66,589,463,93.99,0.97,1,Sunday,6,1,1,True,0.65,0.8,0.93,0.7157142857142856,0.88,0.7836666666666667,0.98,0.66
2023-01-15,East US,Storage,0.78,1469,289,93.99,0.97,1,Sunday,6,1,1,True,0.66,0.81,0.5,0.7557142857142857,0.88,0.7783333333333332,0.98,0.78
2023-01-15,East US,Container,0.83,614,304,93.99,0.97,1,Sunday,6,1,1,True,0.78,0.65,0.88,0.7485714285714286,0.83,0.7776666666666667,0.98,0.83
2023-01-16,East US,VM,0.84,1372,485,93.98,1.19,0,Monday,0,1,1,False,0.83,0.66,0.71,0.7671428571428571,0.84,0.777,0.98,0.84
2023-01-16,East US,Storage,0.66,561,283,93.98,1.19,0,Monday,0,1,1,False,0.84,0.78,0.8,0.7471428571428572,0.84,0.7680000000000001,0.98,0.66
2023-01-16,East US,Container,0.97,1228,386,93.98,1.19,0,Monday,0,1,1,False,0.66,0.83,0.81,0.7699999999999999,0.97,0.7733333333333333,0.98,0.97
2023-01-17,East US,VM,0.54,1686,414,99.87,0.89,0,Tuesday,1,1,1,False,0.97,0.84,0.65,0.7542857142857143,0.97,0.7693333333333333,0.98,0.54
2023-01-17,East US,Storage,0.78,734,345,99.87,0.89,0,Tuesday,1,1,1,False,0.54,0.66,0.66,0.7714285714285715,0.97,0.771,0.98,0.78
2023-01-17,East US,Container,0.96,1087,208,99.87,0.89,0,Tuesday,1,1,1,False,0.78,0.97,0.78,0.7971428571428572,0.97,0.7846666666666667,0.98,0.96
2023-01-18,East US,VM,0.88,590,401,108.23,0.88,0,Wednesday,2,1,1,False,0.96,0.54,0.83,0.8042857142857143,0.97,0.7813333333333333,0.97,0.88
2023-01-18,East US,Storage,0.75,538,325,108.23,0.88,0,Wednesday,2,1,1,False,0.88,0.78,0.84,0.7914285714285715,0.97,0.7859999999999999,0.97,0.75
2023-01-18,East US,Container,0.52,672,340,108.23,0.88,0,Wednesday,2,1,1,False,0.75,0.96,0.66,0.7714285714285715,0.97,0.7763333333333333,0.97,0.52
2023-01-19,East US,VM,0.69,1964,246,102.09,0.8,0,Thursday,3,1,1,False,0.52,0.88,0.97,0.7314285714285714,0.96,0.7710000000000001,0.97,0.69
2023-01-19,East US,Storage,0.9,1828,213,102.09,0.8,0,Thursday,3,1,1,False,0.69,0.75,0.54,0.7828571428571429,0.96,0.7736666666666667,0.97,0.9
2023-01-19,East US,Container,0.64,1938,200,102.09,0.8,0,Thursday,3,1,1,False,0.9,0.52,0.78,0.7628571428571428,0.96,0.7626666666666666,0.97,0.64
2023-01-20,East US,VM,0.78,1408,245,86.72,1.02,0,Friday,4,1,1,False,0.64,0.69,0.96,0.7371428571428572,0.9,0.763,0.97,0.78
2023-01-20,East US,Storage,0.84,1776,281,86.72,1.02,0,Friday,4,1,1,False,0.78,0.9,0.88,0.7314285714285714,0.9,0.7726666666666666,0.97,0.84
2023-01-20,East US,Container,0.54,949,209,86.72,1.02,0,Friday,4,1,1,False,0.84,0.64,0.75,0.7014285714285714,0.9,0.762,0.97,0.54
2023-01-21,East US,VM,0.87,1270,222,107.38,1.02,1,Saturday,5,1,1,True,0.54,0.78,0.52,0.7514285714285714,0.9,0.7586666666666667,0.97,0.87
2023-01-21,East US,Storage,0.86,1176,401,107.38,1.02,1,Saturday,5,1,1,True,0.87,0.84,0.69,0.7757142857142857,0.9,0.7623333333333334,0.97,0.86
2023-01-21,East US,Container,0.59,582,344,107.38,1.02,1,Saturday,5,1,1,True,0.86,0.54,0.9,0.7314285714285714,0.87,0.7633333333333334,0.97,0.59
2023-01-22,East US,VM,0.66,1123,454,98.84,0.97,1,Sunday,6,1,1,True,0.59,0.87,0.64,0.7342857142857143,0.87,0.7546666666666667,0.97,0.66
2023-01-22,East US,Storage,0.96,1418,406,98.84,0.97,1,Sunday,6,1,1,True,0.66,0.86,0.78,0.76,0.96,0.7593333333333334,0.97,0.96
2023-01-22,East US,Container,0.86,1352,265,98.84,0.97,1,Sunday,6,1,1,True,0.96,0.59,0.84,0.7628571428571428,0.96,0.757,0.97,0.86
2023-01-23,East US,VM,0.83,552,404,85.21,0.93,0,Monday,0,1,1,False,0.86,0.66,0.54,0.8042857142857143,0.96,0.768,0.97,0.83
2023-01-23,East US,Storage,0.92,542,439,85.21,0.93,0,Monday,0,1,1,False,0.83,0.96,0.87,0.8114285714285714,0.96,0.7693333333333334,0.97,0.92
2023-01-23,East US,Container,0.6,610,448,85.21,0.93,0,Monday,0,1,1,False,0.92,0.86,0.86,0.7742857142857142,0.96,0.7656666666666666,0.97,0.6
2023-01-24,East US,VM,0.75,1569,233,95.39,1.11,0,Tuesday,1,1,1,False,0.6,0.83,0.59,0.7971428571428572,0.96,0.7639999999999999,0.97,0.75
2023-01-24,East US,Storage,0.98,1601,417,95.39,1.11,0,Tuesday,1,1,1,False,0.75,0.92,0.66,0.8428571428571427,0.98,0.7696666666666666,0.98,0.98
2023-01-24,East US,Container,0.94,1596,481,95.39,1.11,0,Tuesday,1,1,1,False,0.98,0.6,0.96,0.8399999999999999,0.98,0.7793333333333333,0.98,0.94
2023-01-25,East US,VM,0.63,1198,206,103.44,0.82,0,Wednesday,2,1,1,False,0.94,0.75,0.86,0.8071428571428572,0.98,0.7783333333333332,0.98,0.63
2023-01-25,East US,Storage,0.52,1418,437,103.44,0.82,0,Wednesday,2,1,1,False,0.63,0.98,0.83,0.7628571428571428,0.98,0.7696666666666666,0.98,0.52
2023-01-25,East US,Container,0.92,1797,493,103.44,0.82,0,Wednesday,2,1,1,False,0.52,0.94,0.92,0.7628571428571428,0.98,0.7726666666666666,0.98,0.92
2023-01-26,East US,VM,0.71,533,310,103.24,0.96,0,Thursday,3,1,1,False,0.92,0.63,0.6,0.7785714285714286,0.98,0.7683333333333333,0.98,0.71
2023-01-26,East US,Storage,0.57,1892,435,103.24,0.96,0,Thursday,3,1,1,False,0.71,0.52,0.75,0.7528571428571428,0.98,0.7653333333333332,0.98,0.57
2023-01-26,East US,Container,0.68,924,300,103.24,0.96,0,Thursday,3,1,1,False,0.57,0.92,0.98,0.71,0.94,0.7556666666666667,0.98,0.68
2023-01-27,East US,VM,0.51,967,419,93.23,1.06,0,Friday,4,1,1,False,0.68,0.71,0.94,0.6485714285714285,0.92,0.7546666666666667,0.98,0.51
2023-01-27,East US,Storage,0.6,503,333,93.23,1.06,0,Friday,4,1,1,False,0.51,0.57,0.63,0.6442857142857142,0.92,0.7486666666666667,0.98,0.6
2023-01-27,East US,Container,0.98,1003,261,93.23,1.06,0,Friday,4,1,1,False,0.6,0.68,0.52,0.71,0.98,0.7493333333333333,0.98,0.98
2023-01-28,East US,VM,0.59,760,337,110.31,1.09,1,Saturday,5,1,1,True,0.98,0.51,0.92,0.6628571428571429,0.98,0.7396666666666667,0.98,0.59
2023-01-28,East US,Storage,0.93,1397,212,110.31,1.09,1,Saturday,5,1,1,True,0.59,0.6,0.71,0.6942857142857143,0.98,0.7456666666666667,0.98,0.93
2023-01-28,East US,Container,0.89,820,300,110.31,1.09,1,Saturday,5,1,1,True,0.93,0.98,0.57,0.74,0.98,0.7580000000000001,0.98,0.89
2023-01-29,East US,VM,0.68,1902,277,91.61,0.97,1,Sunday,6,1,1,True,0.89,0.59,0.68,0.7400000000000001,0.98,0.7576666666666667,0.98,0.68
2023-01-29,East US,Storage,0.75,1073,331,91.61,0.97,1,Sunday,6,1,1,True,0.68,0.93,0.51,0.7742857142857142,0.98,0.7526666666666667,0.98,0.75
2023-01-29,East US,Container,0.74,1565,288,91.61,0.97,1,Sunday,6,1,1,True,0.75,0.89,0.6,0.7942857142857143,0.98,0.756,0.98,0.74
2023-01-30,East US,VM,0.76,919,356,103.31,1.1,0,Monday,0,1,1,False,0.74,0.68,0.98,0.762857142857143,0.93,0.7553333333333333,0.98,0.76
2023-01-30,East US,Storage,0.87,1964,296,103.31,1.1,0,Monday,0,1,1,False,0.76,0.75,0.59,0.8028571428571427,0.93,0.7563333333333333,0.98,0.87
2023-01-30,East US,Container,0.86,1934,488,103.31,1.1,0,Monday,0,1,1,False,0.87,0.74,0.93,0.7928571428571428,0.89,0.767,0.98,0.86
2023-01-31,East US,VM,0.92,1806,268,95.21,0.98,0,Tuesday,1,1,1,False,0.86,0.76,0.89,0.7971428571428572,0.92,0.7686666666666666,0.98,0.92
2023-01-31,East US,Storage,0.69,510,453,95.21,0.98,0,Tuesday,1,1,1,False,0.92,0.87,0.68,0.7985714285714286,0.92,0.763,0.98,0.69
2023-01-31,East US,Container,0.59,1371,237,95.21,0.98,0,Tuesday,1,1,1,False,0.69,0.86,0.75,0.7757142857142857,0.92,0.763,0.98,0.59
2023-02-01,East US,VM,0.78,1985,495,88.94,0.88,0,Wednesday,2,2,1,False,0.59,0.92,0.74,0.7814285714285715,0.92,0.7669999999999999,0.98,0.78
2023-02-01,East US,Storage,0.9,1278,456,88.94,0.88,0,Wednesday,2,2,1,False,0.78,0.69,0.76,0.8014285714285714,0.92,0.765,0.98,0.9
2023-02-01,East US,Container,0.95,1928,309,88.94,0.88,0,Wednesday,2,2,1,False,0.9,0.59,0.87,0.812857142857143,0.95,0.768,0.98,0.95
2023-02-02,East US,VM,0.78,562,349,108.13,1.14,0,Thursday,3,2,1,False,0.95,0.78,0.86,0.8014285714285715,0.95,0.7663333333333334,0.98,0.78
2023-02-02,East US,Storage,0.75,655,248,108.13,1.14,0,Thursday,3,2,1,False,0.78,0.9,0.92,0.7771428571428572,0.95,0.7606666666666667,0.98,0.75
2023-02-02,East US,Container,0.56,1348,283,108.13,1.14,0,Thursday,3,2,1,False,0.75,0.95,0.69,0.7585714285714286,0.95,0.7593333333333334,0.98,0.56
2023-02-03,East US,VM,0.77,1636,313,99.28,1.1,0,Friday,4,2,1,False,0.56,0.78,0.59,0.7842857142857144,0.95,0.76,0.98,0.77
2023-02-03,East US,Storage,0.79,1446,331,99.28,1.1,0,Friday,4,2,1,False,0.77,0.75,0.78,0.7857142857142857,0.95,0.7536666666666666,0.98,0.79
2023-02-03,East US,Container,0.5,1787,254,99.28,1.1,0,Friday,4,2,1,False,0.79,0.56,0.9,0.7285714285714286,0.95,0.739,0.98,0.5
2023-02-04,East US,VM,0.63,1811,319,103.62,0.94,1,Saturday,5,2,1,True,0.5,0.77,0.95,0.6828571428571429,0.79,0.7390000000000001,0.98,0.63
2023-02-04,East US,Storage,0.95,990,364,103.62,0.94,1,Saturday,5,2,1,True,0.63,0.79,0.78,0.7071428571428572,0.95,0.7533333333333334,0.98,0.95
2023-02-04,East US,Container,0.7,1409,422,103.62,0.94,1,Saturday,5,2,1,True,0.95,0.5,0.75,0.7,0.95,0.746,0.98,0.7
2023-02-05,East US,VM,0.93,1353,479,103.61,1.15,1,Sunday,6,2,1,True,0.7,0.63,0.56,0.7528571428571429,0.95,0.7533333333333333,0.98,0.93
2023-02-05,East US,Storage,0.66,1213,357,103.61,1.15,1,Sunday,6,2,1,True,0.93,0.95,0.77,0.7371428571428572,0.95,0.7563333333333334,0.98,0.66
2023-02-05,East US,Container,0.95,627,423,103.61,1.15,1,Sunday,6,2,1,True,0.66,0.7,0.79,0.7599999999999999,0.95,0.7653333333333332,0.98,0.95
2023-02-06,East US,VM,0.87,533,216,99.64,1.16,0,Monday,0,2,1,False,0.95,0.93,0.5,0.8128571428571428,0.95,0.7773333333333333,0.98,0.87
2023-02-06,East US,Storage,0.86,1676,275,99.64,1.16,0,Monday,0,2,1,False,0.87,0.66,0.63,0.8457142857142858,0.95,0.7859999999999999,0.98,0.86
2023-02-06,East US,Container,0.72,841,226,99.64,1.16,0,Monday,0,2,1,False,0.86,0.95,0.95,0.8128571428571428,0.95,0.7773333333333333,0.95,0.72
2023-02-07,East US,VM,0.89,1750,297,73.8,1.08,0,Tuesday,1,2,1,False,0.72,0.87,0.7,0.8400000000000001,0.95,0.7873333333333332,0.95,0.89
2023-02-07,East US,Storage,0.96,1163,445,73.8,1.08,0,Tuesday,1,2,1,False,0.89,0.86,0.93,0.8442857142857143,0.96,0.7883333333333333,0.96,0.96
2023-02-07,East US,Container,0.71,568,488,73.8,1.08,0,Tuesday,1,2,1,False,0.96,0.72,0.66,0.8514285714285713,0.96,0.7823333333333333,0.96,0.71
2023-02-08,East US,VM,0.86,1567,216,100.87,0.97,0,Wednesday,2,2,1,False,0.71,0.89,0.95,0.8385714285714286,0.96,0.7883333333333333,0.96,0.86
2023-02-08,East US,Storage,0.59,511,279,100.87,0.97,0,Wednesday,2,2,1,False,0.86,0.96,0.87,0.7985714285714286,0.96,0.7829999999999999,0.96,0.59
2023-02-08,East US,Container,0.73,838,463,100.87,0.97,0,Wednesday,2,2,1,False,0.59,0.71,0.86,0.78,0.96,0.7826666666666667,0.96,0.73
2023-02-09,East US,VM,0.57,1326,414,100.92,0.8,0,Thursday,3,2,1,False,0.73,0.86,0.72,0.7585714285714286,0.96,0.7763333333333333,0.96,0.57
2023-02-09,East US,Storage,0.78,1093,422,100.92,0.8,0,Thursday,3,2,1,False,0.57,0.59,0.89,0.7428571428571429,0.96,0.7733333333333334,0.96,0.78
2023-02-09,East US,Container,0.79,871,302,100.92,0.8,0,Thursday,3,2,1,False,0.78,0.73,0.96,0.7185714285714286,0.86,0.771,0.96,0.79
2023-02-10,East US,VM,0.91,1045,450,97.8,1.04,0,Friday,4,2,1,False,0.79,0.57,0.71,0.7471428571428572,0.91,0.7706666666666667,0.96,0.91
2023-02-10,East US,Storage,0.62,1664,473,97.8,1.04,0,Friday,4,2,1,False,0.91,0.78,0.86,0.7128571428571429,0.91,0.7683333333333332,0.96,0.62
2023-02-10,East US,Container,0.81,1562,228,97.8,1.04,0,Friday,4,2,1,False,0.62,0.79,0.59,0.7442857142857143,0.91,0.7756666666666666,0.96,0.81
2023-02-11,East US,VM,0.88,1963,210,114.78,0.95,1,Saturday,5,2,1,True,0.81,0.91,0.73,0.7657142857142857,0.91,0.779,0.96,0.88
2023-02-11,East US,Storage,0.62,725,352,114.78,0.95,1,Saturday,5,2,1,True,0.88,0.62,0.57,0.7728571428571429,0.91,0.7696666666666666,0.96,0.62
2023-02-11,East US,Container,0.56,1063,459,114.78,0.95,1,Saturday,5,2,1,True,0.62,0.81,0.78,0.7414285714285714,0.91,0.7566666666666666,0.96,0.56
2023-02-12,East US,VM,0.73,502,359,91.92,0.95,1,Sunday,6,2,1,True,0.56,0.88,0.79,0.7328571428571429,0.91,0.755,0.96,0.73
2023-02-12,East US,Storage,0.84,1280,319,91.92,0.95,1,Sunday,6,2,1,True,0.73,0.62,0.91,0.722857142857143,0.88,0.7579999999999999,0.96,0.84
2023-02-12,East US,Container,0.96,1612,267,91.92,0.95,1,Sunday,6,2,1,True,0.84,0.56,0.62,0.7714285714285715,0.96,0.7713333333333333,0.96,0.96
2023-02-13,East US,VM,0.97,1472,483,109.15,1.03,0,Monday,0,2,1,False,0.96,0.73,0.81,0.7942857142857144,0.97,0.778,0.97,0.97
2023-02-13,East US,Storage,0.54,1472,280,109.15,1.03,0,Monday,0,2,1,False,0.97,0.84,0.88,0.7457142857142857,0.97,0.7696666666666666,0.97,0.54
2023-02-13,East US,Container,0.99,1563,423,109.15,1.03,0,Monday,0,2,1,False,0.54,0.96,0.62,0.7985714285714286,0.99,0.786,0.99,0.99
2023-02-14,East US,VM,0.94,1325,448,94.7,1.05,0,Tuesday,1,2,1,False,0.99,0.97,0.56,0.8528571428571429,0.99,0.7963333333333333,0.99,0.94
2023-02-14,East US,Storage,0.8,1034,359,94.7,1.05,0,Tuesday,1,2,1,False,0.94,0.54,0.73,0.8628571428571429,0.99,0.7913333333333333,0.99,0.8
2023-02-14,East US,Container,0.92,1960,357,94.7,1.05,0,Tuesday,1,2,1,False,0.8,0.99,0.84,0.8742857142857142,0.99,0.7986666666666667,0.99,0.92
2023-02-15,East US,VM,0.78,777,395,100.97,1.1,0,Wednesday,2,2,1,False,0.92,0.94,0.96,0.8485714285714286,0.99,0.7936666666666667,0.99,0.78
2023-02-15,East US,Storage,0.69,983,441,100.97,1.1,0,Wednesday,2,2,1,False,0.78,0.8,0.97,0.8085714285714286,0.99,0.7946666666666666,0.99,0.69
2023-02-15,East US,Container,0.53,1230,391,100.97,1.1,0,Wednesday,2,2,1,False,0.69,0.92,0.54,0.807142857142857,0.99,0.7806666666666667,0.99,0.53
2023-02-16,East US,VM,0.78,1015,298,92.98,0.97,0,Thursday,3,2,1,False,0.53,0.78,0.99,0.7771428571428572,0.94,0.7776666666666667,0.99,0.78
2023-02-16,East US,Storage,0.62,538,470,92.98,0.97,0,Thursday,3,2,1,False,0.78,0.69,0.94,0.7314285714285714,0.92,0.7696666666666666,0.99,0.62
2023-02-16,East US,Container,0.78,656,274,92.98,0.97,0,Thursday,3,2,1,False,0.62,0.53,0.8,0.7285714285714286,0.92,0.7716666666666666,0.99,0.78
2023-02-17,East US,VM,0.76,1583,344,96.08,0.85,0,Friday,4,2,1,False,0.78,0.78,0.92,0.7057142857142857,0.78,0.7673333333333334,0.99,0.76
2023-02-17,East US,Storage,0.78,1832,207,96.08,0.85,0,Friday,4,2,1,False,0.76,0.62,0.78,0.7057142857142857,0.78,0.7613333333333333,0.99,0.78
2023-02-17,East US,Container,0.64,1550,373,96.08,0.85,0,Friday,4,2,1,False,0.78,0.78,0.69,0.6985714285714285,0.78,0.759,0.99,0.64
2023-02-18,East US,VM,0.67,1843,294,102.96,1.03,1,Saturday,5,2,1,True,0.64,0.76,0.53,0.7185714285714286,0.78,0.7526666666666667,0.99,0.67
2023-02-18,East US,Storage,0.87,510,416,102.96,1.03,1,Saturday,5,2,1,True,0.67,0.78,0.78,0.7314285714285714,0.87,0.762,0.99,0.87
2023-02-18,East US,Container,0.82,601,466,102.96,1.03,1,Saturday,5,2,1,True,0.87,0.64,0.62,0.76,0.87,0.765,0.99,0.82
2023-02-19,East US,VM,0.95,621,342,100.05,0.98,1,Sunday,6,2,1,True,0.82,0.67,0.78,0.7842857142857144,0.95,0.7776666666666666,0.99,0.95
2023-02-19,East US,Storage,0.83,605,322,100.05,0.98,1,Sunday,6,2,1,True,0.95,0.87,0.76,0.7942857142857143,0.95,0.7793333333333333,0.99,0.83
2023-02-19,East US,Container,0.55,508,461,100.05,0.98,1,Sunday,6,2,1,True,0.83,0.82,0.78,0.7614285714285715,0.95,0.7713333333333333,0.99,0.55
2023-02-20,East US,VM,0.72,1408,224,85.85,0.96,0,Monday,0,2,1,False,0.55,0.95,0.64,0.7728571428571429,0.95,0.765,0.99,0.72
2023-02-20,East US,Storage,0.94,1766,321,85.85,0.96,0,Monday,0,2,1,False,0.72,0.83,0.67,0.8114285714285714,0.95,0.7756666666666667,0.99,0.94
2023-02-20,East US,Container,0.68,1249,372,85.85,0.96,0,Monday,0,2,1,False,0.94,0.55,0.87,0.7842857142857144,0.95,0.7713333333333333,0.99,0.68
2023-02-21,East US,VM,0.77,1887,219,96.57,0.92,0,Tuesday,1,2,1,False,0.68,0.72,0.82,0.777142857142857,0.95,0.7676666666666667,0.99,0.77
2023-02-21,East US,Storage,0.73,1446,295,96.57,0.92,0,Tuesday,1,2,1,False,0.77,0.94,0.95,0.7457142857142858,0.94,0.7713333333333333,0.99,0.73
2023-02-21,East US,Container,0.9,919,449,96.57,0.92,0,Tuesday,1,2,1,False,0.73,0.68,0.83,0.7557142857142857,0.94,0.7826666666666667,0.99,0.9
2023-02-22,East US,VM,0.96,513,430,98.39,1.04,0,Wednesday,2,2,1,False,0.9,0.77,0.55,0.8142857142857142,0.96,0.7903333333333333,0.99,0.96
2023-02-22,East US,Storage,0.74,1607,329,98.39,1.04,0,Wednesday,2,2,1,False,0.96,0.73,0.72,0.8171428571428571,0.96,0.787,0.99,0.74
2023-02-22,East US,Container,0.88,1337,344,98.39,1.04,0,Wednesday,2,2,1,False,0.74,0.9,0.94,0.8085714285714286,0.96,0.7843333333333333,0.99,0.88
2023-02-23,East US,VM,0.69,1807,320,118.86,1.02,0,Thursday,3,2,1,False,0.88,0.96,0.68,0.8099999999999999,0.96,0.775,0.99,0.69
